season,player,team,pass_yards
2009,Donovan McNabb,PHI,3553
2009,Kurt Warner,ARI,3758
2009,Billy Volek,LAC,231
2009,Chad Pennington,MIA,413
2009,Tom Brady,NE,4398
2009,Marc Bulger,LA,1469
2009,Chris Redman,ATL,781
2009,Mike Vick,PHI,86
2009,Drew Brees,NO,4388
2009,David Carr,NYG,225
2009,Shaun Hill,SF,943
2009,Josh McCown,CAR,2
2009,David Garrard,JAX,3597
2009,J.T. O'Sullivan,CIN,40
2009,Carson Palmer,CIN,3094
2009,Tony Romo,DAL,4483
2009,Chris Simms,DEN,23
2009,Seneca Wallace,SEA,700
2009,Brian St. Pierre,ARI,12
2009,Rex Grossman,HOU,33
2009,Kyle Boller,LA,899
2009,Byron Leftwich,TB,594
2009,Matt Schaub,HOU,4770
2009,Eli Manning,NYG,4021
2009,Luke McCown,JAX,2
2009,J.P. Losman,LV,0
2009,Ben Roethlisberger,PIT,4328
2009,Philip Rivers,LAC,4254
2009,Alex Smith,SF,2350
2009,Aaron Rodgers,GB,4434
2009,Jason Campbell,WAS,3618
2009,Charlie Frye,LV,581
2009,Kyle Orton,DEN,3802
2009,Derek Anderson,CLE,888
2009,Matt Cassel,KC,2924
2009,Ryan Fitzpatrick,BUF,1422
2009,Vince Young,TEN,1879
2009,Matt Leinart,ARI,435
2009,Jay Cutler,CHI,3666
2009,Kellen Clemens,NYJ,125
2009,Tarvaris Jackson,MIN,201
2009,Brodie Croyle,KC,230
2009,Bruce Gradkowski,LV,1004
2009,Matt Gutierrez,KC,3
2009,JaMarcus Russell,LV,1290
2009,Brady Quinn,CLE,1339
2009,Kevin Kolb,PHI,741
2009,Drew Stanton,DET,259
2009,Trent Edwards,BUF,1169
2009,Troy Smith,BAL,24
2009,Tyler Thigpen,MIA,83
2009,Matt Moore,CAR,1053
2009,Caleb Hanie,CHI,11
2009,Matt Ryan,ATL,2916
2009,Joe Flacco,BAL,3613
2009,Brian Brohm,BUF,146
2009,Chad Henne,MIA,2878
2009,Dennis Dixon,PIT,145
2009,Josh Johnson,TB,685
2009,Matt Flynn,GB,58
2009,Matthew Stafford,DET,2267
2009,Brian Hoyer,NE,142
2009,Mark Sanchez,NYJ,2444
2009,Josh Freeman,TB,1857
2009,Pat White,MIA,0
2009,Keith Null,LA,558
2009,Curtis Painter,IND,83
2010,Charlie Batch,PIT,352
2010,Todd Bouman,JAX,222
2010,Mark Brunell,NYJ,117
2010,Kerry Collins,TEN,1823
2010,Todd Collins,CHI,68
2010,Jake Delhomme,CLE,872
2010,Brett Favre,MIN,2509
2010,Matt Hasselbeck,SEA,2998
2010,Jon Kitna,DAL,2365
2010,Peyton Manning,IND,4700
2010,Donovan McNabb,WAS,3377
2010,Billy Volek,LAC,8
2010,Chad Pennington,MIA,19
2010,Tom Brady,NE,3900
2010,Chris Redman,ATL,20
2010,Mike Vick,PHI,3018
2010,Sage Rosenfels,NYG,0
2010,Drew Brees,NO,4620
2010,David Carr,SF,67
2010,Shaun Hill,DET,2686
2010,David Garrard,JAX,2734
2010,Carson Palmer,CIN,3970
2010,Tony Romo,DAL,1605
2010,Seneca Wallace,CLE,694
2010,Brian St. Pierre,CAR,173
2010,Rex Grossman,WAS,884
2010,Kyle Boller,LV,25
2010,Byron Leftwich,PIT,42
2010,Matt Schaub,HOU,4370
2010,Eli Manning,NYG,4002
2010,Luke McCown,JAX,120
2010,Ben Roethlisberger,PIT,3200
2010,Philip Rivers,LAC,4710
2010,Alex Smith,SF,2370
2010,Aaron Rodgers,GB,3922
2010,Jason Campbell,LV,2387
2010,Kyle Orton,DEN,3652
2010,Derek Anderson,ARI,2065
2010,Matt Cassel,KC,3116
2010,Ryan Fitzpatrick,BUF,2992
2010,Vince Young,TEN,1255
2010,Jay Cutler,CHI,3274
2010,Kellen Clemens,NYJ,6
2010,Tarvaris Jackson,MIN,341
2010,Charlie Whitehurst,SEA,507
2010,Brodie Croyle,KC,38
2010,Bruce Gradkowski,LV,1059
2010,Tyler Palko,KC,35
2010,Kevin Kolb,PHI,1197
2010,Drew Stanton,DET,780
2010,Trent Edwards,JAX,521
2010,Troy Smith,SF,1176
2010,Jordan Palmer,CIN,18
2010,Tyler Thigpen,MIA,435
2010,Matt Moore,CAR,857
2010,Richard Bartel,ARI,150
2010,Caleb Hanie,CHI,55
2010,Matt Ryan,ATL,3705
2010,Joe Flacco,BAL,3622
2010,Brian Brohm,BUF,106
2010,Chad Henne,MIA,3298
2010,Dennis Dixon,PIT,254
2010,Josh Johnson,TB,111
2010,Matt Flynn,GB,433
2010,Matthew Stafford,DET,535
2010,Chase Daniel,NO,16
2010,Brian Hoyer,NE,122
2010,Mark Sanchez,NYJ,3291
2010,Josh Freeman,TB,3451
2010,Stephen McGee,DAL,238
2010,Max Hall,ARI,370
2010,Jimmy Clausen,CAR,1558
2010,Colt McCoy,CLE,1576
2010,John Skelton,ARI,662
2010,Rusty Smith,TEN,200
2010,Joe Webb,MIN,477
2010,Tony Pike,CAR,47
2010,Levi Brown,BUF,24
2010,Sam Bradford,LA,3512
2010,Tim Tebow,DEN,654
2011,Charlie Batch,PIT,208
2011,Mark Brunell,NYJ,27
2011,Kerry Collins,IND,481
2011,Jake Delhomme,HOU,211
2011,Matt Hasselbeck,TEN,3571
2011,Jon Kitna,DAL,87
2011,Donovan McNabb,MIN,1026
2011,Billy Volek,LAC,0
2011,Tom Brady,NE,5235
2011,Chris Redman,ATL,188
2011,Mike Vick,PHI,3303
2011,A.J. Feeley,LA,548
2011,Drew Brees,NO,5535
2011,Shaun Hill,DET,33
2011,Josh McCown,CHI,414
2011,Carson Palmer,LV,2753
2011,Tony Romo,DAL,4184
2011,Seneca Wallace,CLE,567
2011,Rex Grossman,WAS,3151
2011,Kyle Boller,LV,161
2011,Matt Schaub,HOU,2479
2011,Eli Manning,NYG,4933
2011,Luke McCown,JAX,296
2011,J.P. Losman,MIA,60
2011,Ben Roethlisberger,PIT,4077
2011,Philip Rivers,LAC,4624
2011,Alex Smith,SF,3144
2011,Aaron Rodgers,GB,4636
2011,Jason Campbell,LV,1170
2011,Kyle Orton,KC,1758
2011,Dan Orlovsky,IND,1201
2011,Derek Anderson,CAR,0
2011,Matt Cassel,KC,1713
2011,Ryan Fitzpatrick,BUF,3832
2011,Vince Young,PHI,866
2011,Matt Leinart,HOU,57
2011,Jay Cutler,CHI,2319
2011,Kellen Clemens,LA,546
2011,Tarvaris Jackson,SEA,3091
2011,Charlie Whitehurst,SEA,298
2011,Bruce Gradkowski,CIN,109
2011,Tyler Palko,KC,796
2011,Kevin Kolb,ARI,1955
2011,John Beck,WAS,858
2011,Tyler Thigpen,BUF,25
2011,Matt Moore,MIA,2497
2011,Richard Bartel,ARI,86
2011,Caleb Hanie,CHI,613
2011,Matt Ryan,ATL,4177
2011,Joe Flacco,BAL,3610
2011,Chad Henne,MIA,868
2011,Josh Johnson,TB,246
2011,Matt Flynn,GB,518
2011,Matthew Stafford,DET,5100
2011,Chase Daniel,NO,29
2011,Brian Hoyer,NE,22
2011,Mark Sanchez,NYJ,3474
2011,Josh Freeman,TB,3592
2011,Stephen McGee,DAL,182
2011,Tom Brandstater,LA,0
2011,Curtis Painter,IND,1541
2011,Colt McCoy,CLE,2733
2011,Mike Kafka,PHI,107
2011,John Skelton,ARI,1913
2011,Joe Webb,MIN,376
2011,Sam Bradford,LA,2164
2011,Tim Tebow,DEN,1729
2011,Cam Newton,CAR,4051
2011,Jake Locker,TEN,542
2011,Blaine Gabbert,JAX,2214
2011,Christian Ponder,MIN,1853
2011,Andy Dalton,CIN,3398
2011,Colin Kaepernick,SF,35
2011,T.J. Yates,HOU,949
2011,Tyrod Taylor,BAL,18
2012,Charlie Batch,PIT,475
2012,Matt Hasselbeck,TEN,1367
2012,Peyton Manning,DEN,4659
2012,Tom Brady,NE,4827
2012,Mike Vick,PHI,2362
2012,Drew Brees,NO,5177
2012,David Carr,NYG,19
2012,Shaun Hill,DET,172
2012,Carson Palmer,LV,4018
2012,Tony Romo,DAL,4903
2012,Byron Leftwich,PIT,272
2012,Matt Schaub,HOU,4008
2012,Eli Manning,NYG,3948
2012,Luke McCown,ATL,0
2012,Ben Roethlisberger,PIT,3265
2012,Philip Rivers,LAC,3606
2012,Alex Smith,SF,1737
2012,Aaron Rodgers,GB,4295
2012,Jason Campbell,CHI,265
2012,Kyle Orton,DAL,89
2012,Dan Orlovsky,TB,51
2012,Derek Anderson,CAR,58
2012,Matt Cassel,KC,1796
2012,Ryan Fitzpatrick,BUF,3400
2012,Matt Leinart,LV,115
2012,Jay Cutler,CHI,3033
2012,Kellen Clemens,LA,39
2012,Bruce Gradkowski,CIN,65
2012,Brady Quinn,KC,1141
2012,Kevin Kolb,ARI,1169
2012,Trent Edwards,PHI,14
2012,Tyler Thigpen,BUF,30
2012,Matt Moore,MIA,131
2012,Matt Ryan,ATL,4719
2012,Joe Flacco,BAL,3817
2012,Chad Henne,JAX,2084
2012,Josh Johnson,CLE,0
2012,Matt Flynn,SEA,68
2012,Matthew Stafford,DET,4967
2012,Chase Daniel,NO,10
2012,Brian Hoyer,ARI,330
2012,Mark Sanchez,NYJ,2883
2012,Josh Freeman,TB,4065
2012,Thad Lewis,CLE,204
2012,Graham Harrell,GB,20
2012,Colt McCoy,CLE,79
2012,John Skelton,ARI,1132
2012,Rusty Smith,TEN,34
2012,Joe Webb,MIN,0
2012,Sam Bradford,LA,3702
2012,Tim Tebow,NYJ,39
2012,Cam Newton,CAR,3869
2012,Jake Locker,TEN,2176
2012,Blaine Gabbert,JAX,1662
2012,Christian Ponder,MIN,2935
2012,Andy Dalton,CIN,3669
2012,Colin Kaepernick,SF,1814
2012,Ryan Mallett,NE,17
2012,T.J. Yates,HOU,38
2012,Tyrod Taylor,BAL,179
2012,Greg McElroy,NYJ,214
2012,Russell Wilson,SEA,3118
2012,Ryan Lindley,ARI,752
2012,Nick Foles,PHI,1699
2012,Kirk Cousins,WAS,466
2012,Robert Griffin III,WAS,3200
2012,Andrew Luck,IND,4374
2012,Brandon Weeden,CLE,3385
2012,Brock Osweiler,DEN,12
2012,Ryan Tannehill,MIA,3294
2013,Matt Hasselbeck,IND,130
2013,Peyton Manning,DEN,5477
2013,Tom Brady,NE,4343
2013,Mike Vick,PHI,1215
2013,Drew Brees,NO,5162
2013,Shaun Hill,DET,0
2013,Josh McCown,CHI,1829
2013,Carson Palmer,ARI,4274
2013,Tony Romo,DAL,3828
2013,Seneca Wallace,GB,139
2013,Matt Schaub,HOU,2310
2013,Eli Manning,NYG,3818
2013,Luke McCown,NO,0
2013,Ben Roethlisberger,PIT,4261
2013,Philip Rivers,LAC,4478
2013,Alex Smith,KC,3313
2013,Aaron Rodgers,GB,2536
2013,Jason Campbell,CLE,2015
2013,Kyle Orton,DAL,398
2013,Derek Anderson,CAR,0
2013,Matt Cassel,MIN,1807
2013,Ryan Fitzpatrick,TEN,2454
2013,Jay Cutler,CHI,2621
2013,Kellen Clemens,LA,1673
2013,Tarvaris Jackson,SEA,151
2013,Charlie Whitehurst,LAC,0
2013,Matt Moore,MIA,53
2013,Matt Ryan,ATL,4515
2013,Joe Flacco,BAL,3912
2013,Chad Henne,JAX,3241
2013,Josh Johnson,CIN,0
2013,Matt Flynn,GB,1392
2013,Matthew Stafford,DET,4650
2013,Chase Daniel,KC,248
2013,Brian Hoyer,CLE,615
2013,Josh Freeman,MIN,761
2013,Curtis Painter,NYG,57
2013,Thad Lewis,BUF,1092
2013,Colt McCoy,SF,13
2013,Joe Webb,MIN,0
2013,Sam Bradford,LA,1687
2013,Cam Newton,CAR,3379
2013,Jake Locker,TEN,1256
2013,Blaine Gabbert,JAX,481
2013,Christian Ponder,MIN,1648
2013,Andy Dalton,CIN,4293
2013,Colin Kaepernick,SF,3197
2013,T.J. Yates,HOU,113
2013,Tyrod Taylor,BAL,2
2013,Scott Tolzien,GB,717
2013,Dominique Davis,ATL,34
2013,Case Keenum,HOU,1760
2013,Matt Simms,NYJ,156
2013,Russell Wilson,SEA,3357
2013,Nick Foles,PHI,2891
2013,Kirk Cousins,WAS,854
2013,Robert Griffin III,WAS,3203
2013,Andrew Luck,IND,3822
2013,Brandon Weeden,CLE,1731
2013,Brock Osweiler,DEN,95
2013,Ryan Tannehill,MIA,3913
2013,Jeff Tuel,BUF,309
2013,Matt McGloin,LV,1547
2013,Mike Glennon,TB,2608
2013,EJ Manuel,BUF,1972
2013,Matt Barkley,PHI,300
2013,Geno Smith,NYJ,3046
2014,Matt Hasselbeck,IND,301
2014,Peyton Manning,DEN,4727
2014,Tom Brady,NE,4109
2014,Mike Vick,NYJ,604
2014,Drew Brees,NO,4952
2014,Shaun Hill,LA,1657
2014,Josh McCown,TB,2206
2014,Carson Palmer,ARI,1626
2014,Tony Romo,DAL,3705
2014,Matt Schaub,LV,57
2014,Eli Manning,NYG,4410
2014,Ben Roethlisberger,PIT,4952
2014,Philip Rivers,LAC,4286
2014,Alex Smith,KC,3265
2014,Aaron Rodgers,GB,4381
2014,Jason Campbell,CIN,74
2014,Kyle Orton,BUF,3018
2014,Derek Anderson,CAR,701
2014,Matt Cassel,MIN,425
2014,Ryan Fitzpatrick,HOU,2483
2014,Jay Cutler,CHI,3812
2014,Kellen Clemens,LAC,10
2014,Tarvaris Jackson,SEA,0
2014,Charlie Whitehurst,TEN,1326
2014,Bruce Gradkowski,PIT,0
2014,Drew Stanton,ARI,1711
2014,Jordan Palmer,TEN,7
2014,Matt Moore,MIA,21
2014,Matt Ryan,ATL,4694
2014,Joe Flacco,BAL,3986
2014,Chad Henne,JAX,492
2014,Matt Flynn,GB,66
2014,Matthew Stafford,DET,4257
2014,Chase Daniel,KC,157
2014,Brian Hoyer,CLE,3326
2014,Mark Sanchez,PHI,2418
2014,Jimmy Clausen,CHI,223
2014,Colt McCoy,WAS,1057
2014,Joe Webb,CAR,0
2014,Cam Newton,CAR,3127
2014,Jake Locker,TEN,993
2014,Blaine Gabbert,SF,38
2014,Christian Ponder,MIN,222
2014,Andy Dalton,CIN,3398
2014,Colin Kaepernick,SF,3369
2014,Ryan Mallett,HOU,400
2014,T.J. Yates,ATL,64
2014,Tyrod Taylor,BAL,0
2014,Austin Davis,LA,2001
2014,Case Keenum,HOU,435
2014,Matt Simms,NYJ,39
2014,Russell Wilson,SEA,3475
2014,Ryan Lindley,ARI,562
2014,Nick Foles,PHI,2163
2014,Kirk Cousins,WAS,1710
2014,Robert Griffin III,WAS,1694
2014,Andrew Luck,IND,4761
2014,Brandon Weeden,DAL,303
2014,Brock Osweiler,DEN,52
2014,Ryan Tannehill,MIA,4045
2014,Matt McGloin,LV,129
2014,Mike Glennon,TB,1417
2014,EJ Manuel,BUF,838
2014,Matt Barkley,PHI,0
2014,Geno Smith,NYJ,2525
2014,Ryan Nassib,NYG,60
2014,Connor Shaw,CLE,177
2014,Tom Savage,HOU,127
2014,Teddy Bridgewater,MIN,2919
2014,Zach Mettenberger,TEN,1412
2014,Derek Carr,LV,3270
2014,Jimmy Garoppolo,NE,182
2014,Blake Bortles,JAX,2908
2014,Johnny Manziel,CLE,175
2015,Matt Hasselbeck,IND,1690
2015,Peyton Manning,DEN,2249
2015,Tom Brady,NE,4770
2015,Mike Vick,PIT,371
2015,Drew Brees,NO,4870
2015,Shaun Hill,MIN,15
2015,Josh McCown,CLE,2109
2015,Carson Palmer,ARI,4671
2015,Tony Romo,DAL,884
2015,Matt Schaub,BAL,540
2015,Eli Manning,NYG,4432
2015,Luke McCown,NO,335
2015,Ben Roethlisberger,PIT,3938
2015,Philip Rivers,LAC,4792
2015,Alex Smith,KC,3486
2015,Aaron Rodgers,GB,3821
2015,Dan Orlovsky,DET,201
2015,Derek Anderson,CAR,36
2015,Matt Cassel,DAL,1276
2015,Ryan Fitzpatrick,NYJ,3905
2015,Jay Cutler,CHI,3659
2015,Kellen Clemens,LAC,63
2015,Tarvaris Jackson,SEA,37
2015,Charlie Whitehurst,IND,150
2015,Drew Stanton,ARI,104
2015,Matt Moore,MIA,14
2015,Matt Ryan,ATL,4591
2015,Joe Flacco,BAL,2791
2015,Matthew Stafford,DET,4262
2015,Chase Daniel,KC,4
2015,Brian Hoyer,HOU,2606
2015,Mark Sanchez,PHI,616
2015,Josh Freeman,IND,149
2015,Jimmy Clausen,BAL,739
2015,Colt McCoy,WAS,128
2015,Joe Webb,CAR,0
2015,Sam Bradford,PHI,3725
2015,Cam Newton,CAR,3837
2015,Blaine Gabbert,SF,2031
2015,Andy Dalton,CIN,3250
2015,Colin Kaepernick,SF,1615
2015,Ryan Mallett,BAL,1336
2015,T.J. Yates,HOU,370
2015,Tyrod Taylor,BUF,3035
2015,Scott Tolzien,GB,4
2015,Austin Davis,CLE,547
2015,Case Keenum,LA,828
2015,Kellen Moore,DAL,779
2015,Russell Wilson,SEA,4024
2015,Ryan Lindley,IND,58
2015,Nick Foles,LA,2052
2015,Kirk Cousins,WAS,4166
2015,Alex Tanney,TEN,99
2015,Andrew Luck,IND,1881
2015,Brandon Weeden,HOU,1043
2015,Brock Osweiler,DEN,1967
2015,Ryan Tannehill,MIA,4208
2015,Matt McGloin,LV,142
2015,Landry Jones,PIT,513
2015,EJ Manuel,BUF,561
2015,Geno Smith,NYJ,265
2015,Sean Renfree,ATL,11
2015,Ryan Nassib,NYG,68
2015,Teddy Bridgewater,MIN,3231
2015,Zach Mettenberger,TEN,935
2015,Derek Carr,LV,3987
2015,AJ McCarron,CIN,854
2015,Jimmy Garoppolo,NE,6
2015,Blake Bortles,JAX,4428
2015,Johnny Manziel,CLE,1500
2015,Jameis Winston,TB,4042
2015,Trevor Siemian,DEN,0
2015,Sean Mannion,LA,31
2015,Marcus Mariota,TEN,2818
2016,Tom Brady,NE,3554
2016,Drew Brees,NO,5208
2016,Shaun Hill,MIN,242
2016,Josh McCown,CLE,1100
2016,Carson Palmer,ARI,4233
2016,Tony Romo,DAL,29
2016,Matt Schaub,ATL,16
2016,Eli Manning,NYG,4027
2016,Ben Roethlisberger,PIT,3819
2016,Philip Rivers,LAC,4386
2016,Alex Smith,KC,3502
2016,Aaron Rodgers,GB,4428
2016,Derek Anderson,CAR,453
2016,Matt Cassel,TEN,284
2016,Ryan Fitzpatrick,NYJ,2710
2016,Jay Cutler,CHI,1059
2016,Kellen Clemens,LAC,0
2016,Charlie Whitehurst,CLE,182
2016,Drew Stanton,ARI,192
2016,Matt Moore,MIA,721
2016,Matt Ryan,ATL,4944
2016,Joe Flacco,BAL,4317
2016,Chad Henne,JAX,0
2016,Matthew Stafford,DET,4327
2016,Chase Daniel,PHI,16
2016,Brian Hoyer,CHI,1445
2016,Mark Sanchez,DAL,93
2016,Joe Webb,CAR,0
2016,Sam Bradford,MIN,3877
2016,Cam Newton,CAR,3509
2016,Blaine Gabbert,SF,925
2016,Andy Dalton,CIN,4206
2016,Colin Kaepernick,SF,2241
2016,Ryan Mallett,BAL,26
2016,Tyrod Taylor,BUF,3023
2016,Scott Tolzien,IND,216
2016,Case Keenum,LA,2201
2016,Russell Wilson,SEA,4219
2016,Nick Foles,KC,410
2016,Kirk Cousins,WAS,4917
2016,Robert Griffin III,CLE,886
2016,Andrew Luck,IND,4240
2016,Brock Osweiler,HOU,2957
2016,Ryan Tannehill,MIA,2995
2016,Matt McGloin,LV,50
2016,Mike Glennon,TB,75
2016,Landry Jones,PIT,558
2016,EJ Manuel,BUF,131
2016,Matt Barkley,CHI,1611
2016,Geno Smith,NYJ,126
2016,Tom Savage,HOU,461
2016,David Fales,CHI,22
2016,Derek Carr,LV,3937
2016,Jimmy Garoppolo,NE,502
2016,Blake Bortles,JAX,3905
2016,Jameis Winston,TB,4090
2016,Bryce Petty,NYJ,809
2016,Brett Hundley,GB,17
2016,Trevor Siemian,DEN,3401
2016,Sean Mannion,LA,19
2016,Marcus Mariota,TEN,3426
2016,Trevone Boykin,SEA,145
2016,Kevin Hogan,CLE,104
2016,Connor Cook,LV,150
2016,Carson Wentz,PHI,3782
2016,Dak Prescott,DAL,3667
2016,Cardale Jones,BUF,96
2016,Cody Kessler,CLE,1380
2016,Jared Goff,LA,1089
2016,Paxton Lynch,DEN,497
2016,Jacoby Brissett,NE,400
2017,Tom Brady,NE,4577
2017,Drew Brees,NO,4334
2017,Josh McCown,NYJ,2926
2017,Carson Palmer,ARI,1978
2017,Eli Manning,NYG,3468
2017,Ben Roethlisberger,PIT,4259
2017,Philip Rivers,LAC,4515
2017,Alex Smith,KC,4042
2017,Aaron Rodgers,GB,1675
2017,Derek Anderson,CAR,17
2017,Matt Cassel,TEN,162
2017,Ryan Fitzpatrick,TB,1103
2017,Jay Cutler,MIA,2666
2017,Kellen Clemens,LAC,36
2017,Drew Stanton,ARI,894
2017,Matt Moore,MIA,861
2017,Matt Ryan,ATL,4095
2017,Joe Flacco,BAL,3141
2017,Chad Henne,JAX,0
2017,Matthew Stafford,DET,4446
2017,Chase Daniel,NO,0
2017,Brian Hoyer,NE,1287
2017,Joe Webb,BUF,35
2017,Sam Bradford,MIN,382
2017,Cam Newton,CAR,3302
2017,Blaine Gabbert,ARI,1086
2017,Andy Dalton,CIN,3320
2017,Ryan Mallett,BAL,56
2017,T.J. Yates,HOU,523
2017,Tyrod Taylor,BUF,2799
2017,Scott Tolzien,IND,128
2017,Austin Davis,SEA,0
2017,Case Keenum,MIN,3547
2017,Russell Wilson,SEA,3983
2017,Nick Foles,PHI,537
2017,Kirk Cousins,WAS,4093
2017,Brock Osweiler,DEN,1088
2017,Tyler Bray,KC,0
2017,Mike Glennon,CHI,833
2017,Landry Jones,PIT,239
2017,EJ Manuel,LV,265
2017,Geno Smith,NYG,212
2017,Tom Savage,HOU,1412
2017,David Fales,MIA,265
2017,Teddy Bridgewater,MIN,0
2017,Derek Carr,LV,3496
2017,AJ McCarron,CIN,66
2017,Jimmy Garoppolo,SF,1560
2017,Blake Bortles,JAX,3687
2017,Jameis Winston,TB,3504
2017,Bryce Petty,NYJ,544
2017,Brett Hundley,GB,1836
2017,Taylor Heinicke,HOU,10
2017,Trevor Siemian,DEN,2285
2017,Sean Mannion,LA,185
2017,Marcus Mariota,TEN,3232
2017,Jake Rudock,DET,24
2017,Joe Callahan,GB,11
2017,Kevin Hogan,CLE,517
2017,Nate Sudfeld,PHI,134
2017,Carson Wentz,PHI,3296
2017,Dak Prescott,DAL,3324
2017,Cody Kessler,CLE,126
2017,Jared Goff,LA,3804
2017,Paxton Lynch,DEN,295
2017,Jacoby Brissett,IND,3098
2017,Deshaun Watson,HOU,1699
2017,Cooper Rush,DAL,2
2017,Mitchell Trubisky,CHI,2193
2017,Patrick Mahomes,KC,284
2017,DeShone Kizer,CLE,2894
2017,C.J. Beathard,SF,1430
2017,Nathan Peterman,BUF,231
2018,Tom Brady,NE,4355
2018,Drew Brees,NO,3992
2018,Josh McCown,NYJ,539
2018,Matt Schaub,ATL,20
2018,Eli Manning,NYG,4299
2018,Ben Roethlisberger,PIT,5129
2018,Philip Rivers,LAC,4308
2018,Alex Smith,WAS,2180
2018,Aaron Rodgers,GB,4442
2018,Derek Anderson,BUF,465
2018,Matt Cassel,DET,59
2018,Ryan Fitzpatrick,TB,2366
2018,Matt Ryan,ATL,4924
2018,Joe Flacco,BAL,2465
2018,Chad Henne,KC,29
2018,Josh Johnson,WAS,590
2018,Matthew Stafford,DET,3777
2018,Chase Daniel,CHI,515
2018,Brian Hoyer,NE,7
2018,Mark Sanchez,WAS,138
2018,Colt McCoy,WAS,372
2018,Joe Webb,HOU,0
2018,Sam Bradford,ARI,400
2018,Cam Newton,CAR,3395
2018,Blaine Gabbert,TEN,626
2018,Andy Dalton,CIN,2566
2018,Tyrod Taylor,CLE,473
2018,Case Keenum,DEN,3890
2018,Russell Wilson,SEA,3448
2018,Nick Foles,PHI,1413
2018,Kirk Cousins,MIN,4298
2018,Robert Griffin III,BAL,21
2018,Andrew Luck,IND,4593
2018,Brandon Weeden,HOU,0
2018,Brock Osweiler,MIA,1247
2018,Ryan Tannehill,MIA,1979
2018,Mike Glennon,ARI,174
2018,Matt Barkley,BUF,232
2018,Geno Smith,LAC,8
2018,Teddy Bridgewater,NO,118
2018,Derek Carr,LV,4049
2018,AJ McCarron,LV,8
2018,Jimmy Garoppolo,SF,718
2018,Garrett Gilbert,CAR,40
2018,Blake Bortles,JAX,2718
2018,Jameis Winston,TB,2992
2018,Taylor Heinicke,CAR,320
2018,Sean Mannion,LA,23
2018,Marcus Mariota,TEN,2528
2018,Jeff Driskel,CIN,1003
2018,Nate Sudfeld,PHI,22
2018,Carson Wentz,PHI,3074
2018,Dak Prescott,DAL,3885
2018,Cody Kessler,JAX,709
2018,Jared Goff,LA,4688
2018,Jacoby Brissett,IND,2
2018,Nick Mullens,SF,2277
2018,Deshaun Watson,HOU,4165
2018,Chad Kelly,DEN,0
2018,Mitchell Trubisky,CHI,3223
2018,Patrick Mahomes,KC,5097
2018,DeShone Kizer,GB,187
2018,C.J. Beathard,SF,1252
2018,Joshua Dobbs,PIT,43
2018,Nathan Peterman,BUF,296
2018,Josh Rosen,ARI,2278
2018,Kyle Lauletta,NYG,0
2018,Kyle Allen,CAR,266
2018,Lamar Jackson,BAL,1201
2018,Baker Mayfield,CLE,3725
2018,Josh Allen,BUF,2044
2018,Sam Darnold,NYJ,2865
2019,Tom Brady,NE,4057
2019,Drew Brees,NO,2979
2019,Josh McCown,PHI,24
2019,Matt Schaub,ATL,580
2019,Eli Manning,NYG,1042
2019,Ben Roethlisberger,PIT,351
2019,Philip Rivers,LAC,4615
2019,Aaron Rodgers,GB,4002
2019,Ryan Fitzpatrick,MIA,3529
2019,Matt Moore,KC,659
2019,Matt Ryan,ATL,4466
2019,Joe Flacco,DEN,1822
2019,Matthew Stafford,DET,2499
2019,Chase Daniel,CHI,435
2019,Brian Hoyer,IND,372
2019,Colt McCoy,WAS,122
2019,Cam Newton,CAR,572
2019,Andy Dalton,CIN,3494
2019,Tyrod Taylor,LAC,33
2019,Case Keenum,WAS,1707
2019,Russell Wilson,SEA,4110
2019,Nick Foles,JAX,736
2019,Kirk Cousins,MIN,3603
2019,Alex Tanney,NYG,1
2019,Robert Griffin III,BAL,225
2019,Ryan Tannehill,TEN,2742
2019,Ryan Griffin,TB,18
2019,Mike Glennon,LV,56
2019,Matt Barkley,BUF,359
2019,David Fales,NYJ,0
2019,Teddy Bridgewater,NO,1384
2019,Derek Carr,LV,4054
2019,AJ McCarron,HOU,225
2019,Jimmy Garoppolo,SF,3978
2019,Garrett Gilbert,CLE,0
2019,Blake Bortles,LA,3
2019,Jameis Winston,TB,5109
2019,Brett Hundley,ARI,49
2019,Trevor Siemian,NYJ,3
2019,Sean Mannion,MIN,126
2019,Marcus Mariota,TEN,1203
2019,Brandon Allen,DEN,515
2019,Jeff Driskel,DET,685
2019,Carson Wentz,PHI,4039
2019,Dak Prescott,DAL,4902
2019,Jared Goff,LA,4638
2019,Jacoby Brissett,IND,2942
2019,Nick Mullens,SF,0
2019,Deshaun Watson,HOU,3852
2019,Mitchell Trubisky,CHI,3138
2019,Patrick Mahomes,KC,4031
2019,Tim Boyle,GB,15
2019,Josh Rosen,MIA,567
2019,Luke Falk,NYJ,416
2019,Kyle Allen,CAR,3322
2019,Mason Rudolph,PIT,1765
2019,Lamar Jackson,BAL,3127
2019,Baker Mayfield,CLE,3827
2019,Josh Allen,BUF,3089
2019,Sam Darnold,NYJ,3024
2019,David Blough,DET,984
2019,Trace McSorley,BAL,0
2019,Kyler Murray,ARI,3722
2019,Dwayne Haskins,WAS,1365
2019,Will Grier,CAR,228
2019,Jarrett Stidham,NE,14
2019,Gardner Minshew,JAX,3271
2019,Devlin Hodges,PIT,1063
2019,Ryan Finley,CIN,474
2019,Drew Lock,DEN,1020
2019,Daniel Jones,NYG,3027
